"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew","save","surv","lagsrtsz","lagforsurv","PptFall","PptWinter","PptSummer","TempFall","TempWinter","TempSummer","InflYesNo","RowNum","TransectNew.num","Year.num"
12,2012,15,0,"W.2","W.2.63",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,776,9,12
13,2004,NA,NA,"W.2","W.2.63",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,777,9,13
1,2010,16,1,"E.3","E.3.64",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,778,3,1
2,2020,13,0,"E.3","E.3.64",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,779,3,2
3,2015,12,1,"E.3","E.3.64",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,780,3,3
4,2017,4,0,"E.3","E.3.64",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,0,781,3,4
5,2004,11,0,"E.3","E.3.64",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,782,3,5
6,2012,4,5,"E.3","E.3.64",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,783,3,6
7,2008,10,5,"E.3","E.3.64",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,784,3,7
8,2004,5,0,"E.3","E.3.64",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,785,3,8
9,2005,12,0,"E.3","E.3.64",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,786,3,9
10,2013,5,0,"E.3","E.3.64",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,787,3,10
11,2003,NA,NA,"E.3","E.3.64",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,788,3,11
12,2012,5,6,"E.3","E.3.64",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,789,3,12
13,2004,NA,NA,"E.3","E.3.64",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,790,3,13
1,2010,35,3,"W.2","W.2.65",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,791,9,1
2,2020,23,0,"W.2","W.2.65",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,792,9,2
3,2015,34,22,"W.2","W.2.65",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,793,9,3
4,2017,18,18,"W.2","W.2.65",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,794,9,4
5,2004,NA,NA,"W.2","W.2.65",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,795,9,5
1,2010,31,0,"W.2","W.2.66",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,796,9,1
2,2020,20,2,"W.2","W.2.66",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,797,9,2
3,2015,31,0,"W.2","W.2.66",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,798,9,3
4,2017,NA,NA,"W.2","W.2.66",1,0,0,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,NA,799,9,4
1,2010,24,0,"W.4","W.4.67",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,800,11,1
2,2020,19,5,"W.4","W.4.67",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,801,11,2
3,2015,21,7,"W.4","W.4.67",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,802,11,3
4,2017,14,17,"W.4","W.4.67",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,803,11,4
5,2004,14,8,"W.4","W.4.67",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,804,11,5
6,2012,11,10,"W.4","W.4.67",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,805,11,6
7,2008,13,3,"W.4","W.4.67",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,806,11,7
8,2004,13,0,"W.4","W.4.67",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,807,11,8
9,2005,20,9,"W.4","W.4.67",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,808,11,9
10,2013,17,1,"W.4","W.4.67",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,809,11,10
11,2003,NA,NA,"W.4","W.4.67",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,810,11,11
12,2012,11,0,"W.4","W.4.67",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,811,11,12
13,2004,NA,NA,"W.4","W.4.67",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,812,11,13
14,2013,13,0,"W.4","W.4.67",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,813,11,14
15,2010,NA,NA,"W.4","W.4.67",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,814,11,15
16,2018,10,2,"W.4","W.4.67",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1,815,11,16
17,2003,NA,NA,"W.4","W.4.67",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,816,11,17
18,2005,18,6,"W.4","W.4.67",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,817,11,18
19,2014,NA,NA,"W.4","W.4.67",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,818,11,19
20,2020,16,0,"W.4","W.4.67",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,819,11,20
1,2010,36,4,"E.6","E.6.68",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,820,6,1
2,2020,20,0,"E.6","E.6.68",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,821,6,2
3,2015,34,8,"E.6","E.6.68",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,822,6,3
4,2017,16,11,"E.6","E.6.68",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,823,6,4
5,2004,NA,NA,"E.6","E.6.68",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,824,6,5
1,2010,42,4,"E.7","E.7.69",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,825,7,1
2,2020,25,0,"E.7","E.7.69",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,826,7,2
3,2015,39,1,"E.7","E.7.69",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,827,7,3
4,2017,21,10,"E.7","E.7.69",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,828,7,4
5,2004,23,2,"E.7","E.7.69",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,829,7,5
6,2012,21,15,"E.7","E.7.69",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,830,7,6
7,2008,29,0,"E.7","E.7.69",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,831,7,7
8,2004,24,0,"E.7","E.7.69",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,832,7,8
9,2005,32,14,"E.7","E.7.69",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,833,7,9
10,2013,24,29,"E.7","E.7.69",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,834,7,10
11,2003,NA,NA,"E.7","E.7.69",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,835,7,11
12,2012,23,13,"E.7","E.7.69",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,836,7,12
13,2004,NA,NA,"E.7","E.7.69",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,837,7,13
14,2013,21,24,"E.7","E.7.69",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,838,7,14
15,2010,NA,NA,"E.7","E.7.69",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,839,7,15
16,2018,18,5,"E.7","E.7.69",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1,840,7,16
17,2003,NA,NA,"E.7","E.7.69",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,841,7,17
18,2005,36,20,"E.7","E.7.69",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,842,7,18
19,2014,NA,NA,"E.7","E.7.69",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,843,7,19
20,2020,22,1,"E.7","E.7.69",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,844,7,20
1,2010,40,2,"E.2","E.2.70",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,845,2,1
2,2020,25,4,"E.2","E.2.70",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,846,2,2
3,2015,40,12,"E.2","E.2.70",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,847,2,3
4,2017,23,10,"E.2","E.2.70",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,848,2,4
5,2004,22,0,"E.2","E.2.70",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,849,2,5
6,2012,22,7,"E.2","E.2.70",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,850,2,6
7,2008,28,13,"E.2","E.2.70",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,851,2,7
8,2004,23,0,"E.2","E.2.70",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,852,2,8
9,2005,32,6,"E.2","E.2.70",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,853,2,9
10,2013,20,2,"E.2","E.2.70",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,854,2,10
11,2003,NA,NA,"E.2","E.2.70",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,855,2,11
12,2012,22,3,"E.2","E.2.70",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,856,2,12
13,2004,NA,NA,"E.2","E.2.70",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,857,2,13
14,2013,23,16,"E.2","E.2.70",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,858,2,14
15,2010,NA,NA,"E.2","E.2.70",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,859,2,15
16,2018,23,10,"E.2","E.2.70",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1,860,2,16
17,2003,NA,NA,"E.2","E.2.70",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,861,2,17
18,2005,34,3,"E.2","E.2.70",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,862,2,18
19,2014,NA,NA,"E.2","E.2.70",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,863,2,19
20,2020,26,5,"E.2","E.2.70",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,864,2,20
1,2010,35,0,"E.2","E.2.71",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,865,2,1
2,2020,19,0,"E.2","E.2.71",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,866,2,2
3,2015,32,4,"E.2","E.2.71",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,867,2,3
4,2017,17,51,"E.2","E.2.71",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,868,2,4
5,2004,19,6,"E.2","E.2.71",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,869,2,5
6,2012,17,0,"E.2","E.2.71",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,870,2,6
7,2008,23,15,"E.2","E.2.71",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,871,2,7
8,2004,19,0,"E.2","E.2.71",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,872,2,8
9,2005,33,0,"E.2","E.2.71",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,873,2,9
10,2013,18,0,"E.2","E.2.71",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,874,2,10
11,2003,NA,NA,"E.2","E.2.71",1,0,0,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,875,2,11
1,2010,55,10,"E.3","E.3.72",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,876,3,1
2,2020,35,0,"E.3","E.3.72",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,877,3,2
3,2015,50,12,"E.3","E.3.72",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,878,3,3
4,2017,26,0,"E.3","E.3.72",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,0,879,3,4
5,2004,34,42,"E.3","E.3.72",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,880,3,5
6,2012,29,14,"E.3","E.3.72",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,881,3,6
7,2008,35,28,"E.3","E.3.72",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,882,3,7
8,2004,34,0,"E.3","E.3.72",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,883,3,8
9,2005,39,32,"E.3","E.3.72",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,884,3,9
10,2013,29,21,"E.3","E.3.72",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,885,3,10
11,2003,NA,NA,"E.3","E.3.72",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,886,3,11
12,2012,27,0,"E.3","E.3.72",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,887,3,12
13,2004,NA,NA,"E.3","E.3.72",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,888,3,13
14,2013,32,14,"E.3","E.3.72",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,889,3,14
15,2010,NA,NA,"E.3","E.3.72",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,890,3,15
16,2018,26,31,"E.3","E.3.72",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1,891,3,16
17,2003,NA,NA,"E.3","E.3.72",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,892,3,17
18,2005,44,6,"E.3","E.3.72",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,893,3,18
19,2014,NA,NA,"E.3","E.3.72",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,894,3,19
20,2020,32,25,"E.3","E.3.72",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,895,3,20
1,2010,67,29,"E.3","E.3.73",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,896,3,1
2,2020,46,0,"E.3","E.3.73",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,897,3,2
3,2015,65,5,"E.3","E.3.73",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,898,3,3
4,2017,36,57,"E.3","E.3.73",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,899,3,4
5,2004,44,23,"E.3","E.3.73",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,900,3,5
6,2012,36,16,"E.3","E.3.73",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,901,3,6
7,2008,50,2,"E.3","E.3.73",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,902,3,7
8,2004,39,0,"E.3","E.3.73",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,903,3,8
9,2005,56,30,"E.3","E.3.73",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,904,3,9
10,2013,40,0,"E.3","E.3.73",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,905,3,10
11,2003,NA,NA,"E.3","E.3.73",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,906,3,11
12,2012,36,28,"E.3","E.3.73",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,907,3,12
13,2004,NA,NA,"E.3","E.3.73",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,908,3,13
1,2010,27,0,"E.3","E.3.74",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,909,3,1
2,2020,18,1,"E.3","E.3.74",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,910,3,2
3,2015,27,0,"E.3","E.3.74",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,911,3,3
4,2017,16,1,"E.3","E.3.74",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,912,3,4
5,2004,16,4,"E.3","E.3.74",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,913,3,5
6,2012,14,31,"E.3","E.3.74",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,914,3,6
7,2008,16,0,"E.3","E.3.74",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,915,3,7
8,2004,14,0,"E.3","E.3.74",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,916,3,8
9,2005,21,2,"E.3","E.3.74",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,917,3,9
10,2013,16,0,"E.3","E.3.74",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,918,3,10
11,2003,NA,NA,"E.3","E.3.74",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,919,3,11
12,2012,15,1,"E.3","E.3.74",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,920,3,12
13,2004,NA,NA,"E.3","E.3.74",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,921,3,13
14,2013,13,9,"E.3","E.3.74",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,922,3,14
15,2010,NA,NA,"E.3","E.3.74",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,923,3,15
16,2018,13,2,"E.3","E.3.74",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1,924,3,16
17,2003,NA,NA,"E.3","E.3.74",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,925,3,17
18,2005,20,1,"E.3","E.3.74",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,926,3,18
19,2014,NA,NA,"E.3","E.3.74",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,927,3,19
20,2020,17,0,"E.3","E.3.74",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,928,3,20
1,2010,45,3,"E.7","E.7.75",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,929,7,1
2,2020,29,13,"E.7","E.7.75",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,930,7,2
3,2015,44,20,"E.7","E.7.75",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,931,7,3
4,2017,25,42,"E.7","E.7.75",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,932,7,4
5,2004,30,23,"E.7","E.7.75",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,933,7,5
6,2012,25,8,"E.7","E.7.75",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,934,7,6
7,2008,33,16,"E.7","E.7.75",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,935,7,7
8,2004,30,0,"E.7","E.7.75",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,936,7,8
9,2005,36,12,"E.7","E.7.75",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,937,7,9
10,2013,23,24,"E.7","E.7.75",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,938,7,10
11,2003,NA,NA,"E.7","E.7.75",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,939,7,11
12,2012,27,16,"E.7","E.7.75",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,940,7,12
13,2004,NA,NA,"E.7","E.7.75",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,941,7,13
14,2013,28,17,"E.7","E.7.75",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,942,7,14
15,2010,NA,NA,"E.7","E.7.75",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,943,7,15
16,2018,25,13,"E.7","E.7.75",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1,944,7,16
17,2003,NA,NA,"E.7","E.7.75",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,945,7,17
18,2005,37,4,"E.7","E.7.75",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,946,7,18
19,2014,NA,NA,"E.7","E.7.75",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,947,7,19
20,2020,30,9,"E.7","E.7.75",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,948,7,20
1,2010,24,0,"E.4","E.4.76",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,949,4,1
2,2020,14,0,"E.4","E.4.76",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,950,4,2
3,2015,24,7,"E.4","E.4.76",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,951,4,3
4,2017,13,0,"E.4","E.4.76",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,0,952,4,4
5,2004,12,8,"E.4","E.4.76",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,953,4,5
6,2012,14,0,"E.4","E.4.76",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,954,4,6
7,2008,20,6,"E.4","E.4.76",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,955,4,7
8,2004,14,1,"E.4","E.4.76",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,956,4,8
9,2005,16,6,"E.4","E.4.76",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,957,4,9
10,2013,13,3,"E.4","E.4.76",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,958,4,10
11,2003,NA,NA,"E.4","E.4.76",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,959,4,11
12,2012,14,0,"E.4","E.4.76",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,960,4,12
13,2004,NA,NA,"E.4","E.4.76",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,961,4,13
1,2010,21,0,"W.2","W.2.77",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,962,9,1
2,2020,15,0,"W.2","W.2.77",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,963,9,2
3,2015,25,0,"W.2","W.2.77",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,964,9,3
4,2017,14,4,"W.2","W.2.77",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,965,9,4
